ObjectId,Country,ISO2,ISO3,Indicator,Unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Source
412,"Iran, Islamic Rep. of",IR,IRN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,2,2,,,,,2,6,1,1,2,5,3,4,3,3,4,2,4,5,4,4,4,2,3,5,1,2,3,,,,1,,1,5,1,2,1,3,7,4,3,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
413,"Iran, Islamic Rep. of",IR,IRN,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
414,Iraq,IQ,IRQ,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
415,Iraq,IQ,IRQ,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,1,1,,1,1,1,,1,,,1,1,1,2,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
416,Iraq,IQ,IRQ,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
417,Iraq,IQ,IRQ,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,1,1,,1,1,1,,1,,,1,1,1,3,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
418,Ireland,IE,IRL,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,1,,,,,,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
419,Ireland,IE,IRL,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,1,,,1,,,,3,1,,,,,1,,1,1,1,,,,1,1,,,,,,,,,1,1,,,1,,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
420,Ireland,IE,IRL,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,1,,,1,1,,,3,1,,1,,,1,,1,1,1,,1,,1,1,,,,1,,1,,,1,1,,1,1,,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
421,Isle of Man,IM,IMN,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
422,Isle of Man,IM,IMN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
423,Israel,IL,ISR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
424,Israel,IL,ISR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
425,Israel,IL,ISR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
426,Israel,IL,ISR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
427,Israel,IL,ISR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,1,,,,,,,,1,1,,,1,,1,1,1,2,,,,,,,,,,2,,,1,,1,1,,1,,2,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
428,Israel,IL,ISR,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
429,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,1,,,,,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
430,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,1,1,1,1,,,,,,2,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
431,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,1,1,1,,,,,2,,1,,2,,,,4,2,3,2,,,,,3,1,1,2,1,1,4,3,1,1,1,1,3,1,,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
432,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,1,1,,,,2,,,,,,,,,1,,1,1,,,,,,,1,,,,,1,,,,,,,,,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
433,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,3,,,1,,,1,1,,,1,,,,1,,,1,,1,,,1,1,,,,1,1,,2,1,3,3,,1,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
434,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,1,2,,1,1,6,,,3,,2,1,3,,3,2,2,2,4,3,4,3,1,1,2,2,3,4,3,4,3,1,5,4,1,4,4,5,7,2,3,6,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
435,Italy,IT,ITA,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,1,,,,,,,2,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
436,Jamaica,JM,JAM,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
437,Jamaica,JM,JAM,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,1,1,1,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
438,Jamaica,JM,JAM,"Climate related disasters frequency, Number of Disasters: Storm",Number of,1,,,,,1,,,1,,,,,,1,,1,,,,,1,2,,2,3,,2,2,,1,,1,,,,1,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
439,Jamaica,JM,JAM,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,1,1,,,,1,1,1,2,,,1,,1,1,,1,,,,1,1,3,,2,3,1,2,2,,1,,1,,1,,1,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
440,Japan,JP,JPN,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,1,1,3,2,,1,2,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
441,Japan,JP,JPN,"Climate related disasters frequency, Number of Disasters: Flood",Number of,1,,1,,,,1,,1,1,1,,,1,,1,,,1,2,1,1,,1,2,1,2,1,1,,1,1,1,1,,1,1,1,1,3,1,2,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
442,Japan,JP,JPN,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,1,,2,1,,2,,,1,,,,2,,,1,1,1,,,,,,,,,,,2,,,,,1,,,,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
443,Japan,JP,JPN,"Climate related disasters frequency, Number of Disasters: Storm",Number of,1,4,4,2,,2,2,1,,2,2,5,2,3,3,1,1,2,5,1,3,4,5,2,8,3,3,3,,2,,3,6,7,9,6,4,3,3,4,3,1,4,4,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
444,Japan,JP,JPN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,2,5,5,4,1,2,5,1,1,4,3,5,2,6,3,2,2,3,7,3,4,5,6,3,11,4,5,5,2,5,2,5,7,9,11,10,7,4,5,9,4,4,6,5,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
445,Japan,JP,JPN,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
446,Jordan,JO,JOR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
447,Jordan,JO,JOR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
448,Jordan,JO,JOR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
449,Jordan,JO,JOR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
450,Jordan,JO,JOR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,1,,,,2,1,,,,,1,,1,3,,1,,,,,,,,,,,,,,,,2,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
451,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
452,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
453,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,1,,2,1,1,,1,1,,1,1,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
454,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
455,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
456,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,1,,1,,2,,,1,2,,,1,1,,,1,,2,1,2,,1,1,,1,1,,1,1,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
457,"Kazakhstan, Rep. of",KZ,KAZ,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
458,Kenya,KE,KEN,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,1,,,,,,,,1,,,1,,1,,,1,,,,,1,1,,,1,,1,1,,,1,,1,,,1,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
459,Kenya,KE,KEN,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,1,,,,,,,,1,,,,,,1,1,1,,,1,4,2,2,3,4,3,6,2,2,3,1,4,,3,2,1,3,1,1,1,,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
460,Kenya,KE,KEN,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
461,Kenya,KE,KEN,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
462,Kenya,KE,KEN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,1,1,,,,,1,,1,1,,,1,,2,1,1,1,,1,5,2,3,4,4,4,8,2,4,4,1,4,1,3,3,1,3,3,2,1,,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
463,Kiribati,KI,KIR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
464,Kiribati,KI,KIR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
465,Kiribati,KI,KIR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
466,Kiribati,KI,KIR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
467,"Korea, Dem. People's Rep. of",KP,PRK,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
468,"Korea, Dem. People's Rep. of",KP,PRK,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
469,"Korea, Dem. People's Rep. of",KP,PRK,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,2,,,,,,,,2,1,1,1,1,,2,1,,2,1,2,1,,,2,2,1,1,,1,2,,1,,1,1,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
470,"Korea, Dem. People's Rep. of",KP,PRK,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,,1,,,1,1,1,,,,,,1,1,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
471,"Korea, Dem. People's Rep. of",KP,PRK,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,2,,,,,,1,,2,1,2,1,1,1,2,2,,2,1,2,2,,,3,3,3,1,,2,2,1,3,2,1,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
472,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
473,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
474,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,1,,,1,,,1,1,1,,,,1,2,1,1,2,2,1,,2,1,1,1,1,,,2,,,1,,,,,,2,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
475,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,1,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
476,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,2,1,2,,,1,1,2,,1,1,1,1,1,1,2,,,3,1,2,1,3,1,4,3,,1,,,1,,3,,2,,1,,,3,3,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
477,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,2,2,2,,2,1,1,3,1,1,3,2,2,2,1,2,2,2,4,2,5,4,4,1,7,5,1,2,1,,1,3,3,,3,,2,,1,4,5,1,4,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
478,"Korea, Rep. of",KR,KOR,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
479,Kuwait,KW,KWT,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
480,Kuwait,KW,KWT,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
481,Kyrgyz Rep.,KG,KGZ,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
